Texteingaben : Proben-beschriftung;"dpp-PUL6-5"
Allgemein : Startdatum;16.08.2018 16:37:44
Abmessung : Querschnitt;3,45000;mm^2

Zeit;Traversenweg;Last;Dehnung 1;Zugspannung
(sec);(mm);(kN);(%);(MPa)
168,74201;2,8122;7,229;-4,24579;2095,31
168,84201;2,8140;7,233;-4,24603;2096,53
168,94201;2,8159;7,237;-4,24585;2097,67
169,04201;2,8174;7,241;-4,24603;2098,74
169,14201;2,8191;7,245;-4,24585;2099,88
169,24201;2,8207;7,249;-4,24594;2101,30
169,34201;2,8223;7,250;-4,24586;2101,57
169,44201;2,8239;7,257;-4,24601;2103,43
169,54201;2,8258;7,261;-4,24586;2104,71
169,64201;2,8274;7,268;-4,24572;2106,78
169,74201;2,8290;7,274;-4,24603;2108,34
169,84201;2,8307;7,281;-4,24635;2110,39
169,94201;2,8322;7,286;-4,24584;2111,99
170,04201;2,8339;7,287;-4,24565;2112,31
170,14201;2,8358;7,297;-4,24592;2115,01
170,24201;2,8375;7,301;-4,24637;2116,15
170,34201;2,8391;7,304;-4,24597;2117,14
170,44201;2,8407;7,304;-4,24575;2117,24
170,54201;2,8423;7,310;-4,24594;2118,90
170,64201;2,8439;7,312;-4,24624;2119,37
170,74201;2,8457;7,314;-4,24587;2120,06
170,84201;2,8476;7,315;-4,24592;2120,16
170,94201;2,8491;7,317;-4,24592;2120,95
171,04201;2,8507;7,319;-4,24604;2121,47
171,14201;2,8523;7,318;-4,24590;2121,25
171,24201;2,8539;7,320;-4,24618;2121,69
171,34201;2,8555;7,321;-4,24597;2121,89
171,44201;2,8574;7,321;-4,24589;2122,09
171,54201;2,8592;7,322;-4,24583;2122,33
171,64201;2,8608;7,322;-4,24646;2122,39
171,74201;2,8624;7,323;-4,24611;2122,55
171,84201;2,8640;7,323;-4,24584;2122,59
171,94201;2,8656;7,324;-4,24581;2122,77
172,04201;2,8674;7,324;-4,24627;2123,00
172,14201;2,8691;7,325;-4,24615;2123,07
172,24201;2,8708;7,326;-4,24579;2123,47
172,34201;2,8724;7,327;-4,24587;2123,68
172,44201;2,8740;7,328;-4,24645;2123,95
172,54201;2,8756;7,328;-4,24623;2124,19
172,64201;2,8772;7,329;-4,24600;2124,48
172,74201;2,8791;7,332;-4,24581;2125,31
172,84201;2,8808;7,332;-4,24625;2125,22
172,94201;2,8825;7,334;-4,24607;2125,85
173,04201;2,8841;7,336;-4,24626;2126,45
173,14201;2,8856;7,338;-4,24614;2126,98
173,24201;2,8872;7,338;-4,24626;2127,06
173,34201;2,8890;7,342;-4,24595;2127,97
173,44201;2,8909;7,343;-4,24620;2128,52
173,54201;2,8925;7,344;-4,24627;2128,78
173,64201;2,8941;7,348;-4,24619;2129,83
173,74201;2,8957;7,349;-4,24581;2130,13
173,84201;2,8973;7,352;-4,24626;2131,06
173,94201;2,8989;7,354;-4,24637;2131,56
174,04201;2,9008;7,358;-4,24605;2132,83
174,14201;2,9025;7,362;-4,24581;2133,86
174,24201;2,9041;7,367;-4,24625;2135,27
174,34201;2,9058;7,371;-4,24641;2136,66
174,44201;2,9073;7,375;-4,24625;2137,71
174,54201;2,9089;7,381;-4,24580;2139,28
174,64201;2,9107;7,385;-4,24623;2140,57
174,74201;2,9126;7,395;-4,24631;2143,38
174,84201;2,9141;7,400;-4,24619;2144,80
174,94201;2,9157;7,402;-4,24590;2145,48
175,04201;2,9174;7,408;-4,24605;2147,37
175,14201;2,9189;7,413;-4,24597;2148,58
175,24201;2,9206;7,416;-4,24619;2149,67
175,34201;2,9224;7,422;-4,24588;2151,17
175,44201;2,9242;7,428;-4,24607;2153,10
175,54201;2,9257;7,430;-4,24601;2153,59
175,64201;2,9274;7,434;-4,24603;2154,72
175,74201;2,9289;7,438;-4,24616;2155,81
175,84201;2,9305;7,438;-4,24638;2155,82
175,94201;2,9325;7,446;-4,24590;2158,27
176,04201;2,9342;7,448;-4,24607;2158,83
176,14201;2,9357;7,455;-4,24627;2160,76
176,24201;2,9375;7,459;-4,24634;2162,10
176,34201;2,9390;7,462;-4,24581;2162,85
176,44201;2,9405;7,469;-4,24594;2164,97
176,54201;2,9422;7,474;-4,24623;2166,42
176,64201;2,9442;7,480;-4,24638;2168,23
176,74201;2,9458;7,487;-4,24600;2170,21
176,84201;2,9474;7,498;-4,24606;2173,22
176,94201;2,9490;7,506;-4,24606;2175,54
177,04201;2,9505;7,511;-4,24627;2177,22
177,14201;2,9522;7,517;-4,24603;2178,81
177,24201;2,9541;7,528;-4,24612;2181,93
177,34201;2,9558;7,536;-4,24597;2184,31
177,44201;2,9574;7,543;-4,24606;2186,42
177,54201;2,9591;7,547;-4,24612;2187,41
177,64201;2,9606;7,552;-4,24632;2189,12
177,74201;2,9622;7,555;-4,24596;2189,75
177,84201;2,9641;7,563;-4,24597;2192,07
177,94201;2,9659;7,567;-4,24614;2193,39
178,04201;2,9674;7,570;-4,24645;2194,09
178,14201;2,9690;7,574;-4,24591;2195,35
178,24201;2,9706;7,580;-4,24569;2196,99
178,34201;2,9722;7,583;-4,24610;2197,93
178,44201;2,9739;7,587;-4,24652;2199,13
178,54201;2,9757;7,593;-4,24593;2200,76
178,64201;2,9775;7,595;-4,24572;2201,44
178,74201;2,9791;7,599;-4,24597;2202,71
178,84201;2,9808;7,602;-4,24636;2203,55
178,94201;2,9824;7,607;-4,24617;2204,84
179,04201;2,9839;7,609;-4,24602;2205,50
179,14201;2,9857;7,612;-4,24579;2206,49
179,24201;2,9875;7,615;-4,24624;2207,38
179,34201;2,9891;7,617;-4,24624;2207,96
179,44201;2,9907;7,621;-4,24626;2209,12
179,54201;2,9924;7,624;-4,24598;2209,98
179,64201;2,9939;7,627;-4,24623;2210,60
179,74201;2,9956;7,628;-4,24609;2211,01
179,84201;2,9975;7,632;-4,24629;2212,19
179,94201;2,9992;7,635;-4,24598;2213,11
180,04201;3,0008;7,637;-4,24576;2213,59
180,14201;3,0024;7,640;-4,24587;2214,58
180,24201;3,0040;7,641;-4,24651;2214,92
180,34201;3,0055;7,645;-4,24613;2215,97
180,44201;3,0074;7,647;-4,24573;2216,52
180,54201;3,0092;7,651;-4,24586;2217,54
180,64201;3,0108;7,654;-4,24640;2218,59
180,74201;3,0124;7,657;-4,24618;2219,53
180,84201;3,0140;7,660;-4,24599;2220,34
180,94201;3,0156;7,664;-4,24592;2221,44
181,04201;3,0173;7,666;-4,24635;2221,96
181,14201;3,0191;7,668;-4,24617;2222,71
181,24201;3,0208;7,674;-4,24620;2224,33
181,34201;3,0224;7,678;-4,24602;2225,45
181,44201;3,0240;7,681;-4,24613;2226,36
181,54201;3,0256;7,686;-4,24600;2227,70
181,64201;3,0272;7,687;-4,24625;2228,25
181,74201;3,0291;7,694;-4,24610;2230,16
181,84201;3,0308;7,698;-4,24590;2231,42
181,94201;3,0324;7,701;-4,24584;2232,11
182,04201;3,0341;7,703;-4,24639;2232,78
182,14201;3,0357;7,710;-4,24635;2234,70
182,24201;3,0372;7,712;-4,24604;2235,32
182,34201;3,0390;7,715;-4,24585;2236,20
182,44201;3,0408;7,722;-4,24625;2238,26
182,54201;3,0425;7,723;-4,24635;2238,43
182,64201;3,0441;7,725;-4,24609;2239,15
182,74201;3,0458;7,727;-4,24571;2239,72
182,84201;3,0472;7,729;-4,24624;2240,34
182,94201;3,0489;7,732;-4,24634;2241,23
183,04201;3,0508;7,734;-4,24616;2241,60
183,14201;3,0526;7,736;-4,24586;2242,30
183,24201;3,0541;7,737;-4,24606;2242,60
183,34201;3,0558;7,739;-4,24601;2243,19
183,44201;3,0573;7,740;-4,24627;2243,58
183,54201;3,0589;7,743;-4,24616;2244,27
183,64201;3,0606;7,744;-4,24590;2244,54
183,74201;3,0625;7,747;-4,24586;2245,52
183,84201;3,0641;7,749;-4,24626;2245,97
183,94201;3,0657;7,751;-4,24637;2246,77
184,04201;3,0674;7,754;-4,24614;2247,56
184,14201;3,0689;7,755;-4,24566;2247,92
184,24201;3,0706;7,760;-4,24637;2249,20
184,34201;3,0724;7,762;-4,24656;2249,83
184,44201;3,0742;7,765;-4,24627;2250,77
184,54201;3,0758;7,770;-4,24582;2252,21
184,64201;3,0774;7,773;-4,24621;2253,04
184,74201;3,0790;7,776;-4,24634;2253,98
184,84201;3,0805;7,777;-4,24641;2254,34
184,94201;3,0824;7,781;-4,24591;2255,43
185,04201;3,0842;7,785;-4,24594;2256,43
185,14201;3,0858;7,791;-4,24608;2258,21
185,24201;3,0874;7,791;-4,24633;2258,33
185,34201;3,0890;7,794;-4,24607;2259,06
185,44201;3,0905;7,799;-4,24610;2260,55
185,54201;3,0922;7,802;-4,24584;2261,55
185,64201;3,0941;7,806;-4,24622;2262,66
185,74201;3,0958;7,809;-4,24640;2263,53
185,84201;3,0974;7,811;-4,24639;2264,15
185,94201;3,0991;7,817;-4,24576;2265,86
186,04201;3,1007;7,819;-4,24617;2266,37
186,14201;3,1023;7,821;-4,24651;2266,88
186,24201;3,1040;7,821;-4,24643;2266,93
186,34201;3,1058;7,824;-4,24574;2267,88
186,44201;3,1074;7,826;-4,24606;2268,50
186,54201;3,1091;7,829;-4,24644;2269,21
186,64201;3,1107;7,829;-4,24645;2269,32
186,74201;3,1123;7,830;-4,24593;2269,54
186,84201;3,1139;7,833;-4,24588;2270,44
186,94201;3,1158;7,834;-4,24628;2270,71
187,04201;3,1175;7,836;-4,24650;2271,34
187,14201;3,1191;7,838;-4,24622;2271,76
187,24201;3,1207;7,840;-4,24618;2272,40
187,34201;3,1223;7,841;-4,24611;2272,73
187,44201;3,1239;7,844;-4,24639;2273,54
187,54201;3,1257;7,844;-4,24634;2273,68
187,64201;3,1276;7,847;-4,24624;2274,63
187,74201;3,1291;7,849;-4,24593;2275,09
187,84201;3,1307;7,850;-4,24613;2275,28
187,94201;3,1324;7,842;-4,24647;2272,94
187,99401;3,1332;7,463;-4,24527;2163,16
188,00001;3,1333;6,942;-4,24333;2012,19
188,00401;3,1334;6,558;-4,24303;1900,99
188,00801;3,1336;6,178;-4,24415;1790,85
